"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gene289",27.0223640123574,-0.00282389840595602,0.0762125439780024,0.798202324470341,0.998929767508111
"Gene290",23.6400414446632,0.000596514405682193,0.0763033715335136,0.954816338555344,0.998929767508111
"Gene291",41.5965313567482,0.00411783176329676,0.0767122954648375,0.609594173923691,0.998929767508111
"Gene292",104.304978431457,-0.00592635732764253,0.076498280533813,0.587820424588803,0.998929767508111
"Gene293",27.838242275251,-0.0185825295871454,0.0797075011655104,0.0610102590213835,0.903566151528972
"Gene294",51.3506054998454,0.00186048833337942,0.0764329663923235,0.843976166670399,0.998929767508111
"Gene295",60.1577344299559,-0.0220468758756334,0.0807519654849686,0.0683225504160005,0.903566151528972
"Gene296",30.2311944963879,-0.00140400548522627,0.0762807087197876,0.889281905818098,0.998929767508111
"Gene297",119.853897328775,0.0108567157851742,0.0775183831688403,0.255755960594608,0.98029908841386
"Gene298",36.2342630408954,-0.000679122118758593,0.0764034252157682,0.938152719974361,0.998929767508111
"Gene299",78.132983632668,0.00197536482363211,0.0761398057925798,0.864885068583435,0.998929767508111
"Gene300",27.5408849198013,0.00698985402144372,0.0769694439534317,0.412041463925745,0.988109026200826
"Gene301",61.039780705058,-0.0167883260111927,0.0786363949166858,0.18092354319213,0.966102681125838
"Gene302",48.1367720535808,0.00275502622901158,0.0764075138451073,0.78082556564411,0.998929767508111
"Gene303",87.5913676439217,0.00528442083652465,0.0763440139602737,0.649970629564668,0.998929767508111
"Gene304",40.9876456598502,-0.0292926275808161,0.0845634934079211,0.0155580029821758,0.847961779778528
"Gene305",63.4725454648047,-0.00881259419481997,0.0769010525432066,0.424110998120301,0.991636363899851
"Gene306",35.2046596619704,0.00506505076855468,0.0764252939116913,0.643770963584585,0.998929767508111
"Gene307",49.1549386528228,-0.00103759538545567,0.0763342968449999,0.913395999207949,0.998929767508111
"Gene308",54.5606090780904,0.016569920505813,0.0785270559747063,0.195525185912425,0.966102681125838
"Gene309",59.6315912194459,-0.00112613590549377,0.0761490388395386,0.916998398512779,0.998929767508111
"Gene310",64.8309495727071,-0.00695277295835756,0.0769279599583299,0.427158523651687,0.991636363899851
"Gene311",63.0221836747064,-0.00434209376854842,0.0762264177513043,0.709123892167262,0.998929767508111
"Gene312",66.0038079255299,0.000273774590478804,0.0759615921326728,0.98468504556503,0.998929767508111
"Gene313",60.3115509270348,-0.0050155049925178,0.0763772660483904,0.651124142439347,0.998929767508111
"Gene314",20.7565413193061,0.017105357115444,0.0792607387187094,0.0680027760386258,0.903566151528972
"Gene315",75.1039211833336,-0.0162065309456538,0.0784166954654479,0.202501037118684,0.966102681125838
"Gene316",25.2127214510495,0.00932444701827028,0.0773242661338858,0.281534021049797,0.98029908841386
"Gene317",29.7241827264547,0.013641569812191,0.0780552226150073,0.191745025135769,0.966102681125838
"Gene318",71.9358025186328,-0.00429179762667364,0.0763268766261829,0.695595817329881,0.998929767508111
"Gene319",17.1089628447609,0.0108880944770567,0.0775545601119597,0.240708873373204,0.98029908841386
"Gene320",45.2880711662633,-0.0159238813952315,0.0786761673923892,0.136702074661445,0.966102681125838
"Gene321",52.6118718355195,0.00393517550724928,0.0765346851653506,0.677898661442159,0.998929767508111
"Gene322",85.6690894581208,0.00623104872316367,0.0765576060413114,0.568498669682332,0.998929767508111
"Gene323",46.1307057452264,0.0227638703773469,0.0815387607384055,0.0154880025068098,0.847961779778528
"Gene324",32.4752081036583,0.00219660605350688,0.0763444603130491,0.829327429776692,0.998929767508111
"Gene325",64.6407483388238,0.00438535726312494,0.076335562123383,0.694431424538918,0.998929767508111
"Gene326",34.158198814935,-0.00720524850373911,0.0767976676300106,0.472186327058343,0.991636363899851
"Gene327",28.6341708475803,0.00423775003221762,0.0763273292128744,0.703211251987469,0.998929767508111
"Gene328",72.1448098031121,-0.0048907430660832,0.0762393820547761,0.680943066206289,0.998929767508111
"Gene329",79.3816097673357,-0.0156368791345223,0.0782698413717735,0.212830012598482,0.967342640416984
"Gene330",30.9166007712035,-0.0156120414778046,0.0786135570316584,0.135860981422066,0.966102681125838
"Gene331",57.580984713308,8.4854497630141e-07,0.0762461374379684,0.99735003298299,0.998929767508111
"Gene332",29.847217783689,0.0101214938166878,0.0772879126355474,0.316556141321403,0.988109026200826
"Gene333",20.8197631368365,0.00161995614285955,0.0764004383613811,0.866308913130662,0.998929767508111
"Gene334",20.1163821551983,-0.000746962736740812,0.0763308740323994,0.937287976743779,0.998929767508111
"Gene335",45.8447279476689,-0.00412808374286844,0.0764808850944734,0.674506965785235,0.998929767508111
"Gene336",86.6077856188093,0.00268601678591043,0.076366050755818,0.792551763301004,0.998929767508111
"Gene337",108.173280995105,-0.0443039168025599,0.0962676186605904,0.00176925263836198,0.579611669651642
"Gene338",62.5078271096647,-0.0161464276144303,0.0789649616784367,0.0803079545390872,0.903566151528972
"Gene339",40.3268279985198,-0.00171175532171699,0.0762879499446833,0.865767208036367,0.998929767508111
"Gene340",97.9646269565051,0.0134697484721188,0.0777848018797289,0.256956346613734,0.98029908841386
"Gene341",29.8297130479549,0.0187605605503996,0.0799989001521223,0.0240596067169267,0.847961779778528
"Gene342",23.1268501167806,-0.0198584783351532,0.0801488890104886,0.0519663643277577,0.903566151528972
"Gene343",82.913746879441,-0.00096021062165341,0.0762599699398202,0.923294266498902,0.998929767508111
"Gene344",64.8424804683211,0.00582460562558108,0.0762341486104827,0.6445795802362,0.998929767508111
"Gene345",42.4746866125343,0.00371723809769028,0.0762049751251395,0.750273130275819,0.998929767508111
"Gene346",74.5189014056033,-0.00440164776940473,0.0764361755247178,0.669167610669498,0.998929767508111
"Gene347",41.7593150889106,-0.00734053058420118,0.0766265312276973,0.515742509502155,0.991636363899851
"Gene348",69.0798850163596,0.0118913190438608,0.0776648255576445,0.241278977652605,0.98029908841386
"Gene349",54.6886044518447,0.00479814421079595,0.0763340508024738,0.673825859309571,0.998929767508111
"Gene350",25.7980579589207,-0.0142744521605374,0.0783826842771976,0.125870881128954,0.966102681125838
"Gene351",74.12071134009,0.0295306844588014,0.084844319253317,0.0102839100291406,0.834808373420947
"Gene352",63.3791356120514,0.00257686491743928,0.0763713968977971,0.799063949386714,0.998929767508111
"Gene353",63.7267764054017,-0.00438995263729345,0.0765452057410184,0.644386183085195,0.998929767508111
"Gene354",26.2633920457507,0.00378529225377336,0.076584958966244,0.672782162819731,0.998929767508111
"Gene355",43.5511468340691,-0.032031218862969,0.0861876341528365,0.0122666139445141,0.834808373420947
"Gene356",49.6434934709036,0.00141386839417283,0.0761441776571614,0.902484944363563,0.998929767508111
"Gene357",52.5645431134054,0.00540500450021585,0.0762342369555841,0.662051997452873,0.998929767508111
"Gene358",22.1314518760742,0.00461882482035763,0.0766551569509185,0.604811134644969,0.998929767508111
"Gene359",70.7480232825885,-0.00759019059249237,0.0767055440569369,0.490891795444299,0.991636363899851
"Gene360",62.2000954462329,0.000171934741535067,0.0758893128432884,0.991460196586335,0.998929767508111
"Gene361",34.3827329565565,0.00403387287855451,0.0763623570231889,0.708356824375717,0.998929767508111
"Gene362",36.1578160356003,-0.0105476978198234,0.077103749236796,0.370873949282094,0.988109026200826
"Gene363",76.9096077270594,-0.0172903472268024,0.0787743492774178,0.173664499352714,0.966102681125838
"Gene364",53.4269007368531,-0.000436356712517291,0.0762201448450464,0.964176410590548,0.998929767508111
"Gene365",48.7471748365548,0.00556751094199347,0.0762559748002549,0.644644053142667,0.998929767508111
"Gene366",60.5326709197848,0.00998360460020403,0.0770842279742275,0.377178178005901,0.988109026200826
"Gene367",49.9198585542143,-0.000766318309791391,0.0762226148135676,0.93986298298165,0.998929767508111
"Gene368",52.8353820820535,0.000392532086136993,0.0763383045744595,0.970825407994439,0.998929767508111
"Gene369",68.7628587690064,-0.0017387431878544,0.0765583070997738,0.827667489640245,0.998929767508111
"Gene370",69.7362568657338,0.0217728884367343,0.0805753789299903,0.0801281810852752,0.903566151528972
"Gene371",93.7696528405285,-0.0125679717170754,0.0776760911839603,0.256705193794595,0.98029908841386
"Gene372",25.2608502537774,0.00146537386751598,0.0762515479980226,0.891445974201919,0.998929767508111
"Gene373",34.3237431720097,0.00636229889727818,0.0764899902018307,0.578464182831513,0.998929767508111
"Gene374",74.9816101811127,0.00589533011138884,0.0763170124296238,0.628811139975331,0.998929767508111
"Gene375",62.9836302274047,0.0293978900330615,0.0845094494029717,0.0207602494698684,0.847961779778528
"Gene376",57.1141011637857,0.00904923457579177,0.0770593388943676,0.380630941474751,0.988109026200826
"Gene377",67.1415798258923,0.00111173930845299,0.0759106201914877,0.933052765520091,0.998929767508111
"Gene378",77.9479679619045,-0.00355040055706652,0.0759684609503716,0.780741300125491,0.998929767508111
"Gene379",60.0816042088468,-0.00224135833411277,0.0760109146974664,0.852726499354459,0.998929767508111
"Gene380",108.992383596564,-0.0241840410387755,0.0814677955948213,0.0729585922262841,0.903566151528972
"Gene381",22.8622890322395,-5.15288948663744e-05,0.07637861495717,0.993267112264487,0.998929767508111
"Gene382",25.2333601358195,0.016214211785448,0.0786973234396229,0.146385929150272,0.966102681125838
"Gene383",52.3352860039403,-0.00971781844226149,0.0772328244312153,0.325519553519083,0.988109026200826
"Gene384",45.5128615455519,0.00381901967117137,0.0762617292527903,0.736813172838347,0.998929767508111
"Gene385",67.0638500745172,-0.0182417811710714,0.0791938052258638,0.136647906403291,0.966102681125838
"Gene386",94.8934559591479,-0.00103100088393184,0.076089340087316,0.926404537328671,0.998929767508111
"Gene387",71.8963000274644,-0.00204499554684937,0.0761988024213466,0.850005389773685,0.998929767508111
"Gene388",76.2048902868144,0.00980825915294312,0.0770426814554876,0.387884226340748,0.988109026200826
"Gene389",45.2764719549339,-0.0062076729391531,0.0766592053137793,0.537905675459744,0.991636363899851
"Gene390",93.1284523442983,-0.00178382025390175,0.0759706626369642,0.877738445021198,0.998929767508111
"Gene391",67.1864648834675,0.017702473729282,0.0789851561561677,0.153350423916702,0.966102681125838
"Gene392",50.7415175012833,0.0235701369766099,0.081539789738515,0.0436041653612144,0.903566151528972
"Gene393",62.2594723579324,0.000932645877423945,0.076055372463409,0.940841822714259,0.998929767508111
"Gene394",67.8725239433292,0.0159409880276322,0.0786572323866404,0.144060918657869,0.966102681125838
"Gene395",70.84897969797,-0.0129599826201034,0.0775812550279156,0.288897017623101,0.985361764846953
"Gene396",36.6297179921062,-0.00676423147026412,0.0766563130329906,0.522192257797729,0.991636363899851
"Gene397",26.8402443752088,-0.0108758138672084,0.0774081089060666,0.290213274767952,0.985361764846953
"Gene398",96.0095876794693,-0.0123222686336297,0.0778727230581975,0.188067834298609,0.966102681125838
"Gene399",100.918197507483,-0.0205197209179712,0.0799488678890476,0.111774455711797,0.95609470317641
"Gene400",43.0164058559313,0.00506330167095211,0.0765969207750351,0.602916977609676,0.998929767508111
"Gene401",59.349210114606,-0.00328015556989726,0.0765203767439017,0.716611817968634,0.998929767508111
"Gene402",74.81642280046,0.00291921852652941,0.0760195642040771,0.817260641660473,0.998929767508111
"Gene403",87.0865200409158,-0.0106458685442003,0.0771277260027075,0.365555757341556,0.988109026200826
"Gene404",95.6411056368065,-0.00787518120369776,0.076963447626278,0.408581788465415,0.988109026200826
"Gene405",102.989649412809,-0.000211511708781518,0.0759241755761792,0.983788747095843,0.998929767508111
"Gene406",37.0434466420428,-0.00478956157788741,0.0765096111531966,0.633668106720432,0.998929767508111
"Gene407",101.52243219106,0.000160590175635515,0.0761367949003781,0.991471830699899,0.998929767508111
"Gene408",62.292259015604,-0.0139580531018231,0.0778871818878454,0.243723778067148,0.98029908841386
"Gene409",23.647396917631,-0.0151250800619651,0.0786186699673232,0.10789872739344,0.95609470317641
"Gene410",54.4766607048983,0.00354128358637661,0.0762264907465436,0.757590446843993,0.998929767508111
"Gene411",29.6644317463201,-0.000563213327222602,0.0761861091684629,0.956413086667424,0.998929767508111
"Gene412",53.758876477821,0.00235191309797034,0.0761035908263009,0.843118283054143,0.998929767508111
"Gene413",44.594278556503,-0.0182400397452327,0.079385370984189,0.102164606099758,0.95609470317641
"Gene414",65.5672068836364,0.0149964252407607,0.0781151854687403,0.226767794628512,0.9796814753942
"Gene415",97.5950369940407,0.0134818086666278,0.0781215716442058,0.165781165339987,0.966102681125838
"Gene416",95.8736418602782,-0.00824554283981817,0.0771090468348599,0.351538344832306,0.988109026200826
"Gene417",129.360277784712,-0.00390897332949489,0.0763052379125095,0.719854514544896,0.998929767508111
"Gene418",55.9314883443588,-0.00727978580838871,0.0767433564835896,0.487022023495508,0.991636363899851
"Gene419",44.689850039722,-0.0236137787451113,0.0816393722721742,0.0345617969029479,0.903566151528972
"Gene420",19.4689501524935,0.0087153253965805,0.0771054111766987,0.361235890962616,0.988109026200826
"Gene421",65.9923978718514,-0.016462200801259,0.0785217652832187,0.191129800746845,0.966102681125838
"Gene422",68.5864278396486,-0.00283647832710321,0.0763032041509178,0.785522265102573,0.998929767508111
"Gene423",103.611703896432,-0.0132720422850405,0.0775899145168317,0.292652444159545,0.985361764846953
"Gene424",32.2174560301727,0.0166728947029515,0.0792569834775668,0.04496402161099,0.903566151528972
"Gene425",76.8712297221744,-0.00850970303713403,0.0767893178074669,0.455597373926871,0.991636363899851
"Gene426",50.5277845070537,0.00388661694330912,0.0764178775807799,0.706606972227512,0.998929767508111
"Gene427",20.7407629404647,0.0127372861379552,0.0779751981876418,0.172983076703994,0.966102681125838
"Gene428",56.6517249902682,-0.0164781640311658,0.0788270054513506,0.130020149298174,0.966102681125838
"Gene429",39.0416864511109,-0.0249383667489501,0.0824216419003317,0.0174439431927969,0.847961779778528
"Gene430",47.7574658956786,-0.0111200835559022,0.0774214137145586,0.292180441635317,0.985361764846953
"Gene431",38.1807900845242,-0.002928036627878,0.0762030580064129,0.792695398814352,0.998929767508111
"Gene432",45.7242411628787,-0.00400798802275166,0.0764027841590761,0.697707753519526,0.998929767508111
"Gene433",14.7307338411897,-0.000149168711228124,0.0764700894151695,0.984070240637357,0.998929767508111
"Gene434",62.2573068917082,-0.0102375557218845,0.0770760725876261,0.376542215325507,0.988109026200826
"Gene435",30.2563495323367,0.00289967141387257,0.0762885212766775,0.788271911265428,0.998929767508111
"Gene436",87.1250335793585,-0.0017839672468042,0.0763996277029273,0.847856414761869,0.998929767508111
"Gene437",106.632004325607,-0.0133217798094861,0.0777635002200865,0.255408730815299,0.98029908841386
"Gene438",66.1085642755614,0.00807147140724358,0.0765800767686391,0.513185371934197,0.991636363899851
"Gene439",87.7140786279846,-0.00129707512695653,0.0761437562436979,0.905073005843747,0.998929767508111
"Gene440",87.922768357279,-0.0133025698666573,0.0777169301175581,0.265323369034741,0.98029908841386
"Gene441",47.155453389797,-0.0217604674409108,0.0808629681729225,0.0425767874358059,0.903566151528972
"Gene442",25.1540467333685,0.011321589176363,0.0775963083798211,0.242484215818865,0.98029908841386
"Gene443",40.1496445470685,0.0272449304943864,0.0837294139062335,0.00725772810476786,0.724888926032615
"Gene444",51.4796690401352,0.00857574807342986,0.0769448956388839,0.416692166185342,0.989767615642143
"Gene445",58.3117799010018,0.00953998644224394,0.0768385677700082,0.4372068741997,0.991636363899851
"Gene446",86.2886619645203,-0.00964877205143192,0.0770507130750632,0.381476417008261,0.988109026200826
"Gene447",45.6850743811334,0.00220021637102492,0.0760908123964833,0.853671442630147,0.998929767508111
"Gene448",74.5514367369309,-0.00846317097617967,0.0766904183666756,0.47979789814584,0.991636363899851
"Gene449",31.8356028898957,0.0134343252927461,0.0777656901831963,0.259432094571252,0.98029908841386
"Gene450",76.5797156368601,0.0150130463682412,0.0783581049045169,0.172849959751031,0.966102681125838
"Gene451",51.4760414356123,-0.00823268552469393,0.0768774029810727,0.435402078935767,0.991636363899851
"Gene452",69.7434505003067,-0.00874555816181026,0.0767653424576421,0.45832994560963,0.991636363899851
"Gene453",44.9533966688624,0.00126356159391607,0.0761490543379905,0.912410672839156,0.998929767508111
"Gene454",60.0302646380078,-0.00485556234398936,0.0763683238094848,0.660299867284514,0.998929767508111
"Gene455",25.9276259538404,0.0110598548178523,0.0776890097123843,0.19405915087947,0.966102681125838
"Gene456",107.164431545591,-0.00250111358700719,0.0763812216613877,0.797160509627822,0.998929767508111
"Gene457",74.1593143795439,-0.010620173731181,0.0772861321948205,0.322884494642689,0.988109026200826
"Gene458",46.9414030855988,-0.013283189398147,0.0781192981305507,0.152945618996499,0.966102681125838
"Gene459",67.1001631343458,0.00251865661784356,0.0760270819026179,0.839053683022311,0.998929767508111
"Gene460",89.8431983605902,-0.00832733489228975,0.0766863435222424,0.482063658608338,0.991636363899851
"Gene461",56.8242419798643,-0.0232244606703393,0.08161692823044,0.0237512593693882,0.847961779778528
"Gene462",58.7934480696319,-0.00827955468689873,0.0765992356353976,0.501376663239924,0.991636363899851
"Gene463",78.2461970883365,-0.00882083035935543,0.0771569764374495,0.339553972484726,0.988109026200826
"Gene464",36.0643697545032,-0.00306128373138495,0.0763248770510409,0.768157444340379,0.998929767508111
"Gene465",85.1629050971063,-0.005717464431037,0.0763739002099704,0.621233018787285,0.998929767508111
"Gene466",43.7582824372796,0.00548760389122743,0.0763868505006338,0.632114562867758,0.998929767508111
"Gene467",42.8261254333062,0.0198852812391404,0.0799694331990071,0.0821793252207534,0.903566151528972
"Gene468",38.533403110027,-0.00586493820869258,0.0767532227365212,0.517357876885154,0.991636363899851
"Gene469",82.7149298583017,0.00262786193857215,0.0762574314592075,0.81101182534153,0.998929767508111
"Gene470",82.5597410395485,-0.00460657728245431,0.076195884949389,0.700096489864697,0.998929767508111
"Gene471",66.0651970245422,-0.00851732299778037,0.0769378341991419,0.415082157675377,0.989767615642143
"Gene472",33.6505941985677,0.00878150863992232,0.0768125920350751,0.450140721161453,0.991636363899851
"Gene473",59.2402142149269,0.00722693916854271,0.0765972816804354,0.529402761624445,0.991636363899851
"Gene474",27.1089313300638,-0.0178571583503177,0.079578048170435,0.0463496637001073,0.903566151528972
"Gene475",72.4197741905125,-0.00296716702227894,0.0764188692979232,0.758603727695705,0.998929767508111
"Gene476",55.0782186426783,0.00858473555571984,0.0771158003679894,0.357021128262831,0.988109026200826
"Gene477",79.1213704271071,0.0203808382456739,0.0803342591318074,0.0518191236086413,0.903566151528972
"Gene478",54.7686911162137,0.00376456745232205,0.0763925098815766,0.718705801192296,0.998929767508111
"Gene479",52.4823526737016,0.0109334648988821,0.0772309779396008,0.345173501818848,0.988109026200826
"Gene480",49.7062815904397,-0.0123248387060716,0.0777672493167086,0.221814906781449,0.9796814753942
"Gene481",44.5762694500847,-0.00543195485790486,0.0765173195954746,0.603543938448125,0.998929767508111
"Gene482",90.142066895395,-0.0155752683361508,0.0785505613151954,0.15026912830598,0.966102681125838
"Gene483",72.121608931194,0.012319738723013,0.0777360403950915,0.234350675933987,0.98029908841386
"Gene484",19.3918763310679,0.0119690213319682,0.077625747331381,0.254513010997311,0.98029908841386
"Gene485",59.2808652563956,0.0104629287948682,0.0772396257524908,0.337799085399371,0.988109026200826
"Gene486",18.742656435383,-0.000701581631332399,0.0763823577592316,0.938122050393436,0.998929767508111
"Gene487",14.6167794042384,0.00786200113689926,0.0770149698413673,0.391534098996819,0.988109026200826
"Gene488",111.154559607039,-0.00875844098713482,0.0769912597786729,0.39805040514254,0.988109026200826
"Gene489",68.5319495633298,-0.0202668068763539,0.0801827461658277,0.0671569680099503,0.903566151528972
"Gene490",85.1596494643989,0.00252771267810546,0.0761651806748524,0.826763324128402,0.998929767508111
"Gene491",25.9623989263493,-0.00104880991188639,0.0761296193878202,0.923741614803433,0.998929767508111
"Gene492",84.0264720244881,0.000402819299497757,0.076181530881177,0.973347589700977,0.998929767508111
"Gene493",69.9451165463586,0.00385723618525892,0.0765317702732583,0.683397384052374,0.998929767508111
"Gene494",28.9532870349733,0.00232575242969838,0.0763780890126786,0.815548284705724,0.998929767508111
"Gene495",68.0845610383752,0.0116580763389478,0.0777326151051681,0.20824375997716,0.966102681125838
"Gene496",91.9443152169255,0.011258816083222,0.0773733295859248,0.312488425654817,0.988109026200826
"Gene497",70.9808201493447,-0.0049275882317815,0.0764008531769552,0.65057844608766,0.998929767508111
"Gene498",75.1077046389012,0.0123847036177861,0.0773481556987334,0.334314390305163,0.988109026200826
"Gene499",57.4687124418653,-0.0128794952484337,0.0776774790412495,0.264580208348695,0.98029908841386
"Gene500",21.7226769453932,0.00219479511595688,0.0765039954989686,0.805348498175225,0.998929767508111
"Gene501",90.0975645810309,0.00134431432586878,0.0761273169964861,0.908270033824687,0.998929767508111
"Gene502",93.2235059155417,0.0123269937501318,0.0778319929473942,0.203822296288281,0.966102681125838
"Gene503",23.5800486442863,-0.0157818815850467,0.0786289073545896,0.140183623303667,0.966102681125838
"Gene504",63.2070204536026,-4.7884000797489e-05,0.0760926309004877,0.994063053825521,0.998929767508111
"Gene505",39.0973692239434,0.000856221690347416,0.076309590136652,0.93448664068355,0.998929767508111
"Gene506",30.197107298857,0.968504128570381,0.819379174378871,0.00361489117108289,0.579611669651642
"Gene507",90.7378595696181,-0.00573347543810289,0.0767053123601211,0.538236094453385,0.991636363899851
"Gene508",123.207038771817,-0.0020286822725832,0.0762654866168117,0.844557992737335,0.998929767508111
"Gene509",20.9230155321067,0.00232418177110437,0.0763838865284117,0.814604344029779,0.998929767508111
"Gene510",82.9306051489303,-0.000152444582224635,0.0761432242908738,0.98610292435095,0.998929767508111
"Gene511",74.0327422168911,-0.00668419607082396,0.0766395205510188,0.529271187785763,0.991636363899851
"Gene512",45.6677813489942,-0.0198491075143089,0.0799257031592473,0.08641634016537,0.92920795876742
"Gene513",35.1788808713772,0.00538348966773008,0.0766223103633648,0.581906250135285,0.998929767508111
"Gene514",31.5437995512693,0.00149275068138808,0.0762437587081738,0.891831747321304,0.998929767508111
"Gene515",52.6961324202372,0.00735015874992683,0.076660770250943,0.511429756898754,0.991636363899851
"Gene516",20.4099794128064,-0.00636093768071704,0.0767033486719441,0.520592155856945,0.991636363899851
"Gene517",20.2070463088957,-0.00973221646777419,0.0772418964312054,0.320258054264657,0.988109026200826
"Gene518",94.505796431368,0.00395252154772373,0.0762025129925256,0.738005591972021,0.998929767508111
"Gene519",27.1681832697734,-0.0027123222377986,0.0762350653647419,0.80273927333238,0.998929767508111
"Gene520",61.3617912488103,0.00470371642648745,0.0764145455382094,0.663662174504918,0.998929767508111
"Gene521",37.140760197901,-0.0122165371548641,0.0778392254634658,0.192014166176056,0.966102681125838
"Gene522",43.9636828091046,0.00225444496572104,0.0764098185736645,0.816619850103142,0.998929767508111
"Gene523",20.9060661669348,-0.00768047244019253,0.077117723453896,0.335002397075712,0.988109026200826
"Gene524",105.061517262255,-0.000638192679412368,0.0761644178375272,0.950733820268575,0.998929767508111
"Gene525",14.8005823741792,0.00847541010334173,0.0770902968402049,0.364451514726024,0.988109026200826
"Gene526",82.0679865552856,0.0129989385633749,0.0776295825436781,0.281662668822716,0.98029908841386
"Gene527",88.6904972103774,-0.010941540001692,0.0772302054603791,0.342475872200524,0.988109026200826
"Gene528",69.4754532908988,0.0017700041737132,0.0763170953356664,0.864081290025988,0.998929767508111
"Gene529",28.7007445335882,-0.00213848513070813,0.0764700765410807,0.810569852891011,0.998929767508111
"Gene530",61.0180080625223,0.009939469611846,0.0771445988933201,0.360000379533254,0.988109026200826
"Gene531",76.080799802773,-0.00133901389075991,0.0762368068565,0.894317370024842,0.998929767508111
"Gene532",75.6392928511644,0.0223285611348223,0.0809968967754592,0.052377140232373,0.903566151528972
"Gene533",31.4859341676713,-0.0156101293746858,0.0786695426231916,0.121938319656492,0.966102681125838
"Gene534",59.8127424734602,0.00806873814149778,0.0771398212658802,0.338631400105659,0.988109026200826
"Gene535",18.8585090690927,-0.00505026650802128,0.0767011995990139,0.565176794111026,0.998929767508111
"Gene536",31.9232111522676,-0.0107307314991279,0.077415746813382,0.284286735640019,0.98029908841386
"Gene537",49.9627595175953,0.00138854804853815,0.0764350194429294,0.882171585454893,0.998929767508111
"Gene538",66.3524793641451,0.00269655306462723,0.076262379086099,0.805436083346093,0.998929767508111
"Gene539",106.222674193784,-0.00273237190220273,0.0762044169897102,0.804181449149331,0.998929767508111
"Gene540",28.7719720578427,0.00588517171448928,0.0767086571923769,0.536794723506663,0.991636363899851
"Gene541",15.8708647466136,-0.016630248447057,0.0791308549216849,0.0678970659946861,0.903566151528972
"Gene542",47.4314535608877,-0.00276651489635531,0.0761297138112887,0.810350140704043,0.998929767508111
"Gene543",86.643081420016,-0.0235986016331341,0.081308932747584,0.0673339391715507,0.903566151528972
"Gene544",109.664666668737,0.0315475663976543,0.0856567677229197,0.0214776257137268,0.847961779778528
"Gene545",24.3147782650127,-0.00309646398180361,0.0764590130195976,0.739202482837517,0.998929767508111
"Gene546",37.5244999886935,-0.00509801366231689,0.0765534176300563,0.609007811798672,0.998929767508111
"Gene547",62.3620372354579,0.00580059326285712,0.0766860339794926,0.547711545377192,0.991636363899851
"Gene548",46.5610364296853,0.0103517981705262,0.0772914811577224,0.320050184392278,0.988109026200826
"Gene549",102.376921721407,-0.0203715606841764,0.0799604630202918,0.103995482641496,0.95609470317641
"Gene550",83.2191466113504,-0.0130746172178286,0.0776994483312518,0.263511873019165,0.98029908841386
"Gene551",35.6635423088718,-0.00146866104158134,0.0763066747692251,0.882712313326883,0.998929767508111
"Gene552",58.7046454650731,-0.00439150845192558,0.0762784629909991,0.698776392394013,0.998929767508111
"Gene553",85.7812875089086,-0.00779960336919263,0.0766485902657225,0.50067082579361,0.991636363899851
"Gene554",70.5665761271447,-0.0132001137571201,0.0779653423989004,0.197368401570734,0.966102681125838
"Gene555",81.237267689372,0.00274030967022737,0.076069424600425,0.822356884595109,0.998929767508111
"Gene556",105.198390062353,-0.00177101128933853,0.0763478332761454,0.855062165850156,0.998929767508111
"Gene557",74.9494695442454,-0.00331431190994048,0.0765342916784472,0.710781474506958,0.998929767508111
"Gene558",17.1465322969995,0.00462191280050738,0.076668834055775,0.59995295093998,0.998929767508111
"Gene559",42.1767474408857,0.016589871245908,0.0788665254137811,0.12780624441619,0.966102681125838
"Gene560",20.0161680777031,-0.008943535743054,0.0771433886137421,0.34653531570159,0.988109026200826
"Gene561",70.0322537223055,0.0200535873308894,0.0799297854067355,0.0962082087525109,0.95609470317641
"Gene562",92.5445831922406,0.00707809683294618,0.0768020071460048,0.477794847583071,0.991636363899851
"Gene563",99.8931275127036,0.0177232956952508,0.0788133561732509,0.183883581311641,0.966102681125838
"Gene564",27.6926546064376,0.00945820724662067,0.0770058721433125,0.39664846035383,0.988109026200826
"Gene565",81.9079075159443,-0.0147488563239032,0.0780828266522223,0.223843819077533,0.9796814753942
"Gene566",93.6260009885358,0.0080240051674828,0.07665269940951,0.499432775088189,0.991636363899851
"Gene567",75.1418794164415,-0.0201145639086431,0.0799174416823295,0.0994045969062875,0.95609470317641
"Gene568",67.2153458268228,0.000189514024633863,0.0762187937031539,0.988571088937402,0.998929767508111
"Gene569",29.2500271473369,-0.00668179918658207,0.0768382795440496,0.466862118064619,0.991636363899851
"Gene570",106.274081391717,-0.00256220782569084,0.0762849735624516,0.805741517443289,0.998929767508111
"Gene571",38.6345996336542,0.0127242323762677,0.0778921804846838,0.2010973652253,0.966102681125838
"Gene572",72.2760574578761,-0.0106904390321011,0.0773681200598492,0.299337519891392,0.988109026200826
"Gene573",59.3601230360791,0.00248662564231791,0.0764379306607929,0.795170413694244,0.998929767508111
"Gene574",22.2532134801973,-0.000102706413605122,0.07641720450341,0.98858961006751,0.998929767508111
"Gene575",24.1058115832794,0.00487507413374667,0.0765952608138296,0.611402583154785,0.998929767508111
"Gene576",75.0004634508586,0.00377135985783912,0.0760625762452194,0.764271621478491,0.998929767508111
"Gene577",43.8579326225342,-0.010569845075125,0.0775319229525479,0.235424603261414,0.98029908841386
